0.383,1.58,0.888,0.501,0.456,0.1,-0.3
0.387,1.71,0.899,0.508,0.452,0.1,-0.25
0.385,1.857,0.9,0.524,0.451,0.1,-0.2
0.378,1.878,0.881,0.529,0.447,0.1,-0.1
0.367,1.905,0.869,0.536,0.442,0.1,-0.1
0.358,1.926,0.85,0.538,0.436,0.1,-0.05
0.356,1.901,0.834,0.536,0.431,0.1,0
0.361,1.869,0.81,0.528,0.428,0.1,0
0.37,1.82,0.796,0.522,0.424,0.1,0
0.38,1.746,0.77,0.513,0.421,0.1,0
0.389,1.678,0.749,0.503,0.418,0.1,0
0.397,1.664,0.734,0.495,0.414,0.1,0
0.407,1.616,0.712,0.487,0.412,0.1,0
0.418,1.557,0.708,0.476,0.408,0.1,0
0.427,1.525,0.69,0.469,0.404,0.1,0
0.439,1.477,0.677,0.46,0.4,0.1,0
0.451,1.441,0.658,0.453,0.397,0.1,0
0.462,1.474,0.641,0.449,0.393,0.1,0
0.474,1.379,0.621,0.437,0.391,0.1,-0.1
0.485,1.413,0.61,0.433,0.388,0.1,-0.1
0.493,1.434,0.596,0.428,0.386,0.1,-0.15
0.496,1.414,0.576,0.421,0.386,0.1,-0.2
0.497,1.497,0.564,0.422,0.384,0.1,-0.2
0.495,1.659,0.554,0.423,0.38,0.1,-0.3
0.488,2.21,0.555,0.438,0.369,0.1,-0.3
0.481,2.577,0.551,0.456,0.361,0.1,-0.4
0.475,2.906,0.559,0.456,0.352,0.1,-0.4
0.471,3.084,0.582,0.436,0.35,0.1,-0.4
0.47,2.726,0.602,0.42,0.351,0.1,-0.4
0.469,1.404,0.625,0.409,0.355,0.1,-0.35
0.47,1.033,0.655,0.4,0.363,0.1,-0.3
0.47,0.911,0.678,0.39,0.372,0.1,-0.25
0.47,0.827,0.712,0.383,0.396,0.1,-0.2
0.469,0.763,0.725,0.376,0.403,0.1,-0.1
0.468,0.732,0.776,0.372,0.383,0.1,-0.1
0.465,0.72,0.794,0.365,0.371,0.1,-0.1
0.462,0.708,0.847,0.362,0.357,0.1,-0.1
0.459,0.697,0.82,0.354,0.348,0.1,-0.1
0.456,0.689,0.842,0.349,0.338,0.1,-0.1
0.452,0.69,0.886,0.343,0.327,0.1,-0.1
0.448,0.685,0.908,0.339,0.318,0.1,-0.1
0.443,0.67,0.934,0.335,0.31,0.1,-0.2
0.441,0.651,1.104,0.336,0.299,0.1,-0.2
0.439,0.63,1.293,0.337,0.29,0.1,-0.2
0.436,0.612,1.53,0.34,0.283,0.1,-0.2
0.435,0.589,1.684,0.34,0.278,0.1,-0.2
0.43,0.573,2.009,0.351,0.273,0.1,-0.1
0.424,0.562,2.124,0.353,0.269,0.1,-0.1
0.417,0.552,2.137,0.35,0.268,0.1,-0.1
0.411,0.542,2.279,0.359,0.266,0.1,-0.1
0.405,0.531,2.343,0.366,0.265,0.1,-0.1
0.396,0.523,2.365,0.371,0.264,0.1,-0.1
0.388,0.514,2.395,0.377,0.263,0.1,-0.1
0.379,0.504,2.428,0.385,0.263,0.1,0
0.37,0.503,2.424,0.391,0.263,0.1,0
0.37,0.507,2.376,0.39,0.264,0.1,0.1
0.372,0.51,2.335,0.391,0.265,0.1,0.1
0.373,0.52,2.223,0.375,0.265,0.1,0.05
0.373,0.525,2.182,0.372,0.266,0.1,0
0.374,0.523,2.178,0.375,0.265,0.1,0
0.38,0.579,1.847,0.342,0.267,0.1,0
0.375,0.516,2.137,0.388,0.265,0.11,0
0.373,0.513,2.129,0.392,0.264,0.12,0
0.372,0.51,2.121,0.392,0.264,0.12,0
0.372,0.508,2.096,0.392,0.264,0.12,0
0.371,0.505,2.074,0.393,0.262,0.12,0
0.371,0.502,2.05,0.393,0.262,0.12,0
0.37,0.501,2.028,0.393,0.262,0.12,0
0.371,0.498,2.014,0.394,0.264,0.12,0
0.372,0.496,2.005,0.394,0.266,0.12,0
0.373,0.497,1.964,0.394,0.267,0.12,0
0.373,0.496,1.922,0.387,0.268,0.12,0
0.372,0.497,1.932,0.394,0.269,0.12,0
0.371,0.499,1.903,0.392,0.27,0.12,0
0.37,0.496,1.891,0.394,0.271,0.12,0
0.369,0.499,1.867,0.394,0.271,0.12,0
0.368,0.499,1.853,0.393,0.271,0.12,0
0.367,0.499,1.827,0.393,0.271,0.12,0
0.366,0.501,1.8,0.392,0.271,0.13,0
0.363,0.503,1.746,0.385,0.271,0.13,0
0.361,0.506,1.745,0.391,0.271,0.13,0
0.361,0.508,1.718,0.391,0.271,0.13,0
0.361,0.51,1.651,0.381,0.271,0.13,0
0.36,0.507,1.653,0.387,0.27,0.13,0
0.36,0.503,1.625,0.388,0.27,0.13,0
0.36,0.5,1.575,0.383,0.271,0.13,0
0.36,0.499,1.583,0.389,0.271,0.13,0
0.361,0.503,1.544,0.389,0.271,0.13,0
0.361,0.505,1.518,0.389,0.271,0.13,0
0.362,0.506,1.493,0.388,0.271,0.13,0
0.363,0.508,1.47,0.387,0.271,0.13,0
0.363,0.508,1.448,0.39,0.271,0.13,0
0.364,0.509,1.43,0.39,0.27,0.13,0
0.364,0.51,1.387,0.383,0.27,0.13,0
0.364,0.512,1.382,0.391,0.27,0.12,0
0.364,0.513,1.355,0.391,0.27,0.12,0
0.361,0.517,1.33,0.391,0.27,0.12,0
0.359,0.515,1.315,0.392,0.271,0.12,0
0.357,0.515,1.267,0.385,0.271,0.12,0
0.357,0.512,1.239,0.387,0.272,0.12,0
0.358,0.512,1.23,0.391,0.272,0.12,0
0.359,0.512,1.209,0.391,0.271,0.12,0
0.36,0.513,1.19,0.392,0.271,0.12,0
0.361,0.513,1.164,0.393,0.271,0.12,0
0.361,0.511,1.143,0.394,0.271,0.12,0
0.363,0.509,1.089,0.388,0.272,0.12,0
0.366,0.519,1.059,0.384,0.272,0.12,0
0.367,0.518,1.036,0.385,0.273,0.12,0
0.368,0.52,1.037,0.393,0.272,0.12,0
0.369,0.939,0.982,0.383,0.273,0.12,0
0.369,1.137,0.951,0.383,0.272,0.12,0
0.369,1.346,0.939,0.385,0.273,0.12,0
0.368,1.542,0.917,0.386,0.273,0.12,0
0.366,1.704,0.897,0.387,0.274,0.12,0
0.364,1.687,0.9,0.395,0.274,0.12,0
0.367,1.656,0.857,0.387,0.274,0.12,0
0.367,1.625,0.839,0.389,0.274,0.12,0
0.366,1.599,0.815,0.39,0.274,0.12,0
0.366,1.585,0.785,0.389,0.273,0.12,0
0.366,1.561,0.792,0.399,0.273,0.12,0
0.367,1.512,0.752,0.392,0.273,0.12,0
0.37,1.503,0.754,0.4,0.274,0.12,0
0.372,1.476,0.706,0.391,0.274,0.12,0
0.401,1.378,0.631,0.353,0.275,0.12,0
0.401,1.392,0.65,0.392,0.275,0.12,0
0.424,1.383,0.644,0.399,0.274,0.12,-0.05
0.446,1.371,0.624,0.399,0.274,0.12,-0.1
0.459,1.361,0.62,0.408,0.274,0.12,-0.1
0.473,1.346,0.606,0.418,0.275,0.12,-0.1
0.484,1.325,0.588,0.419,0.276,0.12,-0.2
0.49,1.323,0.587,0.382,0.277,0.12,-0.25
0.489,1.351,0.598,0.358,0.28,0.12,-0.3
0.49,1.366,0.605,0.347,0.285,0.12,-0.3
0.485,1.402,0.63,0.341,0.293,0.12,-0.35
0.48,1.427,0.651,0.334,0.304,0.12,-0.4
0.473,1.476,0.698,0.332,0.322,0.12,-0.4
0.47,1.557,0.755,0.334,0.313,0.12,-0.4
0.467,1.596,0.819,0.341,0.29,0.12,-0.4
0.464,1.565,0.845,0.354,0.283,0.12,-0.4
0.463,1.546,0.881,0.383,0.277,0.12,-0.3
0.463,1.531,0.919,0.413,0.273,0.12,-0.2
0.462,1.516,0.946,0.422,0.272,0.12,-0.15
0.461,1.495,0.911,0.42,0.272,0.12,-0.1
0.461,1.485,0.896,0.42,0.274,0.12,-0.1
0.459,1.467,0.903,0.43,0.279,0.12,-0.1
0.456,1.456,0.883,0.434,0.285,0.12,-0.1
0.454,1.442,0.877,0.438,0.291,0.12,-0.05
0.451,1.42,0.836,0.429,0.296,0.12,0
0.447,1.403,0.827,0.438,0.306,0.12,0
0.441,1.399,0.811,0.448,0.315,0.12,0
0.435,1.37,0.78,0.439,0.316,0.12,0
0.431,1.361,0.749,0.431,0.316,0.12,0
0.428,1.338,0.733,0.442,0.315,0.12,0
0.426,1.317,0.718,0.443,0.313,0.12,0
0.424,1.303,0.7,0.439,0.311,0.12,0
0.425,1.281,0.677,0.43,0.31,0.12,0
0.427,1.263,0.666,0.425,0.308,0.12,-0.1
0.428,1.222,0.648,0.416,0.307,0.12,-0.1
0.435,1.213,0.633,0.414,0.306,0.12,-0.15
0.44,1.21,0.623,0.414,0.306,0.12,-0.2
0.45,1.196,0.618,0.41,0.307,0.12,-0.3
0.446,1.198,0.625,0.403,0.311,0.12,-0.3
0.446,1.213,0.643,0.407,0.322,0.12,-0.3
0.445,1.222,0.658,0.412,0.333,0.12,-0.3
0.444,1.22,0.668,0.407,0.331,0.12,-0.3
0.444,1.243,0.679,0.407,0.331,0.12,-0.35
0.44,1.301,0.702,0.404,0.338,0.12,-0.4
0.439,1.345,0.734,0.398,0.335,0.12,-0.4
0.441,1.413,0.793,0.401,0.331,0.12,-0.4
0.447,1.515,0.864,0.409,0.338,0.12,-0.4
0.455,1.655,0.904,0.424,0.337,0.12,-0.35
0.463,1.75,0.906,0.435,0.34,0.12,-0.3
0.467,1.873,0.889,0.453,0.335,0.12,-0.3
0.474,2.03,0.876,0.478,0.33,0.12,-0.25
0.469,2.214,0.883,0.497,0.331,0.12,-0.2
0.458,2.06,0.864,0.505,0.333,0.12,-0.2
0.449,2.275,0.862,0.513,0.338,0.12,-0.2
0.437,1.834,0.826,0.503,0.34,0.12,-0.2
0.425,1.8,0.843,0.536,0.35,0.12,-0.1
0.411,2.114,0.798,0.513,0.352,0.12,-0.1
0.407,2.375,0.771,0.514,0.359,0.12,-0.1
0.407,2.768,0.76,0.514,0.365,0.12,-0.1
0.406,2.882,0.736,0.523,0.372,0.12,0
0.407,2.909,0.732,0.539,0.382,0.12,0
0.407,3.007,0.721,0.557,0.391,0.12,0
0.409,2.864,0.702,0.551,0.396,0.12,0
0.411,2.637,0.674,0.536,0.399,0.12,0
0.414,2.806,0.66,0.562,0.402,0.12,0
0.416,2.642,0.639,0.564,0.402,0.12,0
0.417,2.819,0.632,0.557,0.402,0.12,0
0.419,2.686,0.612,0.538,0.403,0.12,0
0.421,2.834,0.599,0.515,0.403,0.12,0
0.423,2.635,0.575,0.498,0.403,0.12,0
0.429,2.793,0.572,0.484,0.402,0.12,0
0.437,2.654,0.544,0.465,0.403,0.12,-0.1
0.442,2.48,0.519,0.448,0.403,0.12,-0.1
0.447,2.754,0.508,0.422,0.404,0.12,-0.2
0.448,2.898,0.499,0.402,0.407,0.12,-0.25
0.448,2.984,0.49,0.38,0.413,0.12,-0.35
0.447,3.051,0.486,0.361,0.421,0.12,-0.4
0.445,2.75,0.51,0.343,0.45,0.12,-0.4
0.445,1.443,0.54,0.331,0.407,0.12,-0.4
0.446,1.057,0.58,0.32,0.368,0.12,-0.4
0.448,0.863,0.63,0.313,0.337,0.12,-0.4
0.45,0.764,0.687,0.308,0.314,0.12,-0.4
0.456,0.673,0.85,0.31,0.291,0.12,-0.4
0.462,0.624,1.107,0.314,0.278,0.12,-0.4
0.47,0.582,1.647,0.325,0.267,0.12,-0.35
0.478,0.543,2.183,0.339,0.26,0.12,-0.3
0.482,0.517,2.639,0.361,0.256,0.12,-0.2
0.477,0.5,2.677,0.372,0.254,0.12,-0.2
0.471,0.481,2.753,0.391,0.254,0.12,-0.1
0.452,0.473,2.764,0.413,0.256,0.12,-0.1
0.435,0.464,2.779,0.426,0.258,0.12,-0.1
0.416,0.454,2.761,0.431,0.261,0.12,0
0.393,0.45,2.772,0.448,0.265,0.12,0
0.37,0.445,2.736,0.444,0.267,0.12,0
0.351,0.439,2.725,0.464,0.271,0.12,0.1
0.345,0.442,2.652,0.461,0.274,0.12,0.1
0.345,0.444,2.595,0.451,0.277,0.12,0.1
0.345,0.449,2.519,0.444,0.279,0.12,0.1
0.344,0.454,2.457,0.436,0.28,0.12,0.1
0.343,0.457,2.355,0.42,0.281,0.12,0
0.343,0.457,2.363,0.427,0.282,0.12,0
0.343,0.455,2.328,0.429,0.283,0.12,0
0.341,0.453,2.312,0.43,0.284,0.12,0
0.338,0.453,2.28,0.431,0.285,0.12,0
0.337,0.451,2.249,0.431,0.286,0.13,0
0.339,0.498,1.932,0.382,0.287,0.13,0
0.334,0.448,2.177,0.434,0.288,0.14,0
0.333,0.448,2.138,0.433,0.289,0.14,0
0.332,0.449,2.11,0.433,0.289,0.14,0
0.331,0.449,2.087,0.436,0.291,0.14,0
0.328,0.446,2.034,0.431,0.292,0.14,0
0.327,0.445,2.05,0.44,0.293,0.15,0
0.326,0.444,2.014,0.441,0.293,0.15,0
0.325,0.443,1.984,0.442,0.294,0.15,0
0.323,0.443,1.939,0.435,0.295,0.15,0
0.322,0.448,1.926,0.439,0.297,0.15,0
0.32,0.445,1.884,0.435,0.297,0.15,0
0.318,0.447,1.881,0.444,0.298,0.15,0
0.318,0.447,1.854,0.444,0.299,0.15,0
0.318,0.447,1.827,0.444,0.3,0.15,0
0.316,0.443,1.785,0.439,0.302,0.15,0
0.316,0.441,1.791,0.453,0.302,0.15,0
0.315,0.441,1.765,0.453,0.303,0.15,0
0.315,0.44,1.747,0.456,0.305,0.15,0
0.314,0.442,1.713,0.458,0.305,0.15,0
0.314,0.443,1.659,0.45,0.306,0.15,0
0.313,0.441,1.669,0.465,0.308,0.15,0
0.313,0.443,1.633,0.456,0.308,0.15,0
0.312,0.448,1.588,0.454,0.309,0.15,0
0.311,0.449,1.54,0.456,0.31,0.15,0
0.31,0.449,1.506,0.458,0.311,0.15,0
0.311,0.447,1.511,0.471,0.312,0.15,0.1
0.313,0.45,1.456,0.46,0.313,0.15,0.1
0.315,0.457,1.418,0.458,0.314,0.15,0.05
0.318,0.463,1.377,0.453,0.314,0.15,0
0.319,0.459,1.314,0.436,0.314,0.15,0
0.323,0.477,1.288,0.436,0.313,0.15,0
0.324,0.479,1.277,0.443,0.313,0.15,0
0.326,0.482,1.225,0.436,0.313,0.15,0
0.328,0.491,1.2,0.435,0.313,0.15,0
0.33,0.502,1.166,0.435,0.312,0.15,0
0.332,0.533,1.153,0.442,0.312,0.15,0
0.331,0.944,1.095,0.433,0.311,0.15,0
0.331,1.108,1.1,0.441,0.311,0.15,0
0.331,1.67,1.043,0.431,0.311,0.15,0
0.445,1.643,1.01,0.43,0.311,0.15,0
0.336,1.625,1.014,0.444,0.31,0.15,0
0.337,1.589,0.97,0.438,0.309,0.15,0
0.342,1.543,0.929,0.434,0.309,0.15,0
0.35,1.499,0.893,0.428,0.309,0.15,0
0.356,1.472,0.846,0.419,0.309,0.15,-0.05
0.359,1.465,0.861,0.439,0.309,0.15,-0.1
0.362,1.447,0.841,0.44,0.308,0.15,-0.1
0.366,1.428,0.832,0.457,0.308,0.15,-0.15
0.375,1.422,0.804,0.455,0.308,0.15,-0.2
0.386,1.415,0.818,0.499,0.311,0.15,-0.2
0.396,1.419,0.816,0.532,0.316,0.15,-0.25
0.403,1.411,0.801,0.56,0.321,0.15,-0.3
0.406,1.436,0.816,0.522,0.33,0.15,-0.4
0.406,1.451,0.836,0.515,0.344,0.15,-0.4
0.407,1.455,0.848,0.51,0.36,0.15,-0.4
0.406,1.499,0.906,0.521,0.388,0.15,-0.4
0.404,1.525,0.928,0.524,0.411,0.15,-0.4
0.403,1.529,0.979,0.566,0.462,0.15,-0.35
0.403,1.496,0.983,0.583,0.446,0.15,-0.3
0.402,1.475,0.996,0.581,0.434,0.15,-0.3
0.401,1.329,1.008,0.587,0.432,0.15,-0.2
0.399,1.299,0.988,0.588,0.433,0.15,-0.2
0.397,1.432,0.96,0.593,0.438,0.15,-0.2
0.393,1.409,0.952,0.591,0.445,0.15,-0.2
0.389,1.425,0.946,0.607,0.458,0.15,-0.15
0.384,1.387,0.933,0.604,0.466,0.15,-0.1
0.377,1.379,0.915,0.608,0.478,0.15,-0.1
0.37,1.349,0.891,0.615,0.482,0.15,-0.05
0.362,1.327,0.869,0.616,0.478,0.15,0
0.353,1.3,0.838,0.605,0.475,0.15,0
0.346,1.273,0.803,0.604,0.473,0.15,0
0.343,1.238,0.777,0.601,0.47,0.15,0
